,Unnamed: 0,Species,Atlas,Tissue,Status,Platform,Seq-type,Year,Accession,Link,Datasets,DOI,DatasetsURL,share
163,164,Mouse,Mouse,Olfactory bulb,Healthy,Chromium,scRNA-seq,2018,GSE121891,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE121891,mouse_brain_OlfactoryBulb_Tepe_2018_10x,10.1016/j.celrep.2018.11.034,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZvy7FqRBZFMvPbICJ20q5oBVv76UZ2Bpe9SM7LHcX1OQQ?e=KAkbN6,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZvy7FqRBZFMvPbICJ20q5oBVv76UZ2Bpe9SM7LHcX1OQQ?e=KAkbN6&Download=1
164,165,Mouse,Mouse,Hypothalamus,Development,Chromium,scRNA-seq,2020,GSE132730,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132730,mouse_brain_Hippothalamus_Romanov_2020_10x,10.1038/s41586-020-2266-0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUNiFOlbVjJLgCJfetPzgv0B3hcNo1Mdvyv_Hn46BYVsqA?e=qH8H6u,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUNiFOlbVjJLgCJfetPzgv0B3hcNo1Mdvyv_Hn46BYVsqA?e=qH8H6u&Download=1
165,166,Mouse,Mouse,Cortex,Healthy,Drop-seq,snRNA-seq,2017,GSE106678,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106678,mouse_brain_cortex_Hu_2017_sNucDrop,10.1016/j.molcel.2017.11.017,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EekfEFPLisNJuGS6o1c5avoBbZGE24TLRfN5Q_QLlqmveg?e=JjWMpR,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EekfEFPLisNJuGS6o1c5avoBbZGE24TLRfN5Q_QLlqmveg?e=JjWMpR&Download=1
166,167,Mouse,Mouse,Nucleus accumbens,Healthy,Chromium,scRNA-seq,2021,GSE118020,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118020,mouse_brain_ NAc_Chen_2021_10x,10.1038/s41593-021-00938-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYBsWSFqFmlGg2_7gPUXkaABJmwpfG9hx7I0QjOhP5WanA?e=1QH4PY,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYBsWSFqFmlGg2_7gPUXkaABJmwpfG9hx7I0QjOhP5WanA?e=1QH4PY&Download=1
167,168,Mouse,Mouse,sub-ventricular zone,Healthy,Microwell-seq,scRNA-seq,2019,GSE109447,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109447,mouse_brain_SubVentricularZone_Mizrak_2019_Microwell,10.1016/j.celrep.2018.12.044,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbccJyPKCbZIusdncBRopkMBHyLSbsrgqOu55pDPYLxKFQ?e=NyxoFe,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbccJyPKCbZIusdncBRopkMBHyLSbsrgqOu55pDPYLxKFQ?e=NyxoFe&Download=1
168,169,Mouse,Mouse,Cortex,Development,Chromium,scRNA-seq,2021,GSE153164,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153164,mouse_brain_Cortex_DiBella_2021_10x_scATAC,10.1038/s41586-021-03670-5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU7bGuQ-RcVHkqdlNfp7U4QBPMsIkjBfn3SeRp6oDcaJtQ?e=ClSVc5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU7bGuQ-RcVHkqdlNfp7U4QBPMsIkjBfn3SeRp6oDcaJtQ?e=ClSVc5&Download=1
169,170,Mouse,Mouse,hippocampus,Epilepsy,CITE-seq,snRNA-seq,2021,GSE163480,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163480,mouse_brain_Chung_2021_inCITE-seq,10.1038/s41592-021-01278-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZbPAUMZpwJBputaiwhYpqwBbWzELqw4VFY8zk5iHw1DQw?e=VzhDB7,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZbPAUMZpwJBputaiwhYpqwBbWzELqw4VFY8zk5iHw1DQw?e=VzhDB7&Download=1
170,171,Mouse,Mouse,Whole brain,Alzheimer's disease,MARS-seq,scRNA-seq,2017,GSE98969,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98969,mouse_brain_Keren-Shaul_2017_MARS,10.1016/j.cell.2017.05.018,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYmVpt3-Dh9Lui9fdYgCjNQB-FXuAebbltWsSiO7fVvMxA?e=1baoID,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYmVpt3-Dh9Lui9fdYgCjNQB-FXuAebbltWsSiO7fVvMxA?e=1baoID&Download=1
171,172,Mouse,Mouse,Microglia,Alzheimer's disease,MARS-seq,scRNA-seq,2017,GSE98969,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98969,mouse_brain_Keren-Shaul_2017_MARS,10.1016/j.cell.2017.05.018,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYmVpt3-Dh9Lui9fdYgCjNQB-FXuAebbltWsSiO7fVvMxA?e=1baoID,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYmVpt3-Dh9Lui9fdYgCjNQB-FXuAebbltWsSiO7fVvMxA?e=1baoID&Download=1
172,173,Mouse,Mouse,Microglia,Development,Chromium,scRNA-seq,2019,GSE129788,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129788,mouse_bran_microglia_Ximerakis_2019_10x,10.1038/s41593-019-0491-3,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EY5lO34bM0NJhWDPC53uj5gBpuq87koiaxKMxllTTpET8w?e=Zg6maZ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EY5lO34bM0NJhWDPC53uj5gBpuq87koiaxKMxllTTpET8w?e=Zg6maZ&Download=1
173,174,Mouse,Mouse,Nucleus accumbens,Healthy,Drop-seq,scRNA-seq,2018,GSE118918,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118918,mouse_brain_nucleus_accumbens_Avey_2018_drop,10.1016/j.celrep.2018.08.080,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaTl5uLl-fVPk74SAKlQgXcBGTnC5Z4CaZ-h8pKbPXjoaw?e=eqhZLJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaTl5uLl-fVPk74SAKlQgXcBGTnC5Z4CaZ-h8pKbPXjoaw?e=eqhZLJ&Download=1
174,175,Mouse,Mouse,Hypothalamus,Human African trypanosomiasis (HAT),Chromium,scRNA-seq,2022,GSE200642,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200642,mouse_brain_tumour_Quintana_2022_10x,10.1038/s41467-022-33542-z,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaI0BmjaAe1IjRGpmphyIMwBU4wKThsJ3a2kD3BW2IIhHg?e=8VdGZK,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaI0BmjaAe1IjRGpmphyIMwBU4wKThsJ3a2kD3BW2IIhHg?e=8VdGZK&Download=1
175,176,Mouse,Mouse,Forebrain,Human African trypanosomiasis (HAT),Chromium,scRNA-seq,2022,GSE200642,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200642,mouse_brain_tumour_Quintana_2022_10x,10.1038/s41467-022-33542-z,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaI0BmjaAe1IjRGpmphyIMwBU4wKThsJ3a2kD3BW2IIhHg?e=8VdGZK,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaI0BmjaAe1IjRGpmphyIMwBU4wKThsJ3a2kD3BW2IIhHg?e=8VdGZK&Download=1
176,177,Mouse,Mouse,Prefrontal cortical,Healthy,Chromium,scRNA-seq,2019,GSE124952,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124952,mouse_brain_source_Bhattacherjee_2019,10.1038/s41467-019-12054-3,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ef72N_dDPk1Fs6k9ptyS3OkBXecXgtzEXHmJmzaLDa0kYA?e=pNKyyY,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ef72N_dDPk1Fs6k9ptyS3OkBXecXgtzEXHmJmzaLDa0kYA?e=pNKyyY&Download=1
177,178,Mouse,Mouse,Dentate gyrus,Development,Chromium,scRNA-seq,2018,GSE95753,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95753,mouse_brain_dentate_gyrus_Hochgerner_2018_10x_C1,10.1038/s41593-017-0056-2,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW&Download=1
178,179,Mouse,Mouse,Dentate gyrus,Development,STRT-seq,scRNA-seq,2018,GSE95753,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95753,mouse_brain_dentate_gyrus_Hochgerner_2018_10x_C1,10.1038/s41593-017-0056-2,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW&Download=1
179,180,Mouse,Mouse,preoptic region,Healthy,Chromium,scRNA-seq,2018,GSE113576,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113576,mouse_brain_preoptic_region_Moffitt_2018_10x,10.1126/science.aau5324,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EciqcBdCW5pFkj1RjzYXLU8BkrsEhdm8BAra7h5DSq9MDw?e=ATxyvq,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EciqcBdCW5pFkj1RjzYXLU8BkrsEhdm8BAra7h5DSq9MDw?e=ATxyvq&Download=1
180,181,Mouse,Mouse,Hippocampus,Healthy,Chromium,scRNA-seq,2021,GSE158450,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158450,mouse_brain_HPF_PFC_Joglekar_2021_10x_PacBio_Visium,10.1038/s41467-020-20343-5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV20g8BazrRLpC4BtCKfINIBYt0rKpGMbkxT9soPf3uXrQ?e=chwfHm,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV20g8BazrRLpC4BtCKfINIBYt0rKpGMbkxT9soPf3uXrQ?e=chwfHm&Download=1
181,182,Mouse,Mouse,Prefrontal cortical,Healthy,Chromium,scRNA-seq,2021,GSE158450,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158450,mouse_brain_HPF_PFC_Joglekar_2021_10x_PacBio_Visium,10.1038/s41467-020-20343-5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV20g8BazrRLpC4BtCKfINIBYt0rKpGMbkxT9soPf3uXrQ?e=chwfHm,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV20g8BazrRLpC4BtCKfINIBYt0rKpGMbkxT9soPf3uXrQ?e=chwfHm&Download=1
182,183,Mouse,Mouse,lateral hypothalamic area,Healthy,Drop-seq,scRNA-seq,2020,GSE130597,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130597,mouse_brain_Hypothalamus_Rossi_2019_Drop-Seq,10.1126/science.aax1184,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYIz-w7hs5NPlGE9ejCeXxcBpXCHtaTJbFpiRG5yuxnr7w?e=Lki909,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYIz-w7hs5NPlGE9ejCeXxcBpXCHtaTJbFpiRG5yuxnr7w?e=Lki909&Download=1
183,184,Mouse,Mouse,Cortex,Healthy,SMARTer,scRNA-seq,2018,GSE115746,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115746,mouse_brain_cortex_Tasic_2019_SMARTer,10.1038/s41586-018-0654-5,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWlL9P_gmtZJraFdqB9DmeQBgBLqCaZl-bfHJg2zNxxMsA?e=OASbra,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWlL9P_gmtZJraFdqB9DmeQBgBLqCaZl-bfHJg2zNxxMsA?e=OASbra&Download=1
184,185,Mouse,Mouse,Hippocampus,Inflammation,Smart-seq,scRNA-seq,2021,GSE164401,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164401,mouse_brain_hippocampus_Miguel_2021_10x,10.1038/s41586-021-04183-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESqTMUUjyVxAkOfBk7wNRg4Bho7G2hGxMIcH9fa0hvdQXw?e=ax6wnb,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESqTMUUjyVxAkOfBk7wNRg4Bho7G2hGxMIcH9fa0hvdQXw?e=ax6wnb&Download=1
185,186,Mouse,Mouse,Subventricular Zone,Healthy,Drop-seq,scRNA-seq,2018,GSE111527,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111527,mouse_brain_SubventricularZone_Zywitza_2018_Drop-seq,10.1016/j.celrep.2018.11.003,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfPk3piX9iJJvm8RXL8cKLIBCnMAvnwTh0DxYyhcnuhmGw?e=Rprrd0,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfPk3piX9iJJvm8RXL8cKLIBCnMAvnwTh0DxYyhcnuhmGw?e=Rprrd0&Download=1
186,187,Mouse,Mouse,Osmosensory,Healthy,Chromium,scRNA-seq,2020,GSE154048,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154048,mouse_brain_osmosensory_Pool_2020_10x,10.1038/s41586-020-2821-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQCaW9kYyExKrTNRwLKYp2kB0ZViEUxwr6vKJNCuTfX-gQ?e=legvWa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQCaW9kYyExKrTNRwLKYp2kB0ZViEUxwr6vKJNCuTfX-gQ?e=legvWa&Download=1
187,188,Mouse,Mouse,Neocortex,Healthy,Chromium,scRNA-seq,2021,GSE147247,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147247,mouse_brain_neocortex_Wittmann_2021_10x,10.1242/dev.196022,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESHApda_6AZOpUn12rUEmNIB0ANQdeRVgeYehFLpvnLSiQ?e=g0ZoTn,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ESHApda_6AZOpUn12rUEmNIB0ANQdeRVgeYehFLpvnLSiQ?e=g0ZoTn&Download=1
188,189,Mouse,Mouse,Cerebellum,Development,Chromium,scRNA-seq,2019,GSE122357,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122357,mouse_brain_Cerebellum_Peng_2018_10x,10.1093/jmcb/mjy089,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU0XYgs51iNEsr_TQdWMtcQBwYbG441zgut7XYJgee0DWw?e=xRE70X,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EU0XYgs51iNEsr_TQdWMtcQBwYbG441zgut7XYJgee0DWw?e=xRE70X&Download=1
189,190,Mouse,Mouse,Hypothalamic arcuate-median eminance complex,Healthy,Drop-seq,scRNA-seq,2017,GSE93374,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93374,mouse_brain_Arcuate_Nucleus_Median_Eminence_Campbell_2017_drop,10.1038/nn.4495,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea7_2xHExzlDueMJo3iRbt0BqmYSOU68EoNOX6fWP72Evw?e=EknkHI,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ea7_2xHExzlDueMJo3iRbt0BqmYSOU68EoNOX6fWP72Evw?e=EknkHI&Download=1
190,191,Mouse,Mouse,Medial amygdala,Healthy,Drop-seq,scRNA-seq,2017,GSE103976,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103946,mouse_brain_Amygdala_Wu_2017_Drop-seq,10.1016/j.neuron.2017.09.026,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZdZ0WoVlcZOtPuiRlZVaOcB_S9VvbVqP2YKN8Dy4oW86Q?e=YY9WTh,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZdZ0WoVlcZOtPuiRlZVaOcB_S9VvbVqP2YKN8Dy4oW86Q?e=YY9WTh&Download=1
191,192,Mouse,Mouse,Hippocampus,Alzheimer's disease(gene model),Chromium,scRNA-seq,2020,GSE142267,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142267,mouse_brain_Microglia_Sierksma_2022_10x,10.15252/emmm.201910606,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eaa_Kztgh7FDk-eniSqqdbsBIsfF0D-WwqldeZwl1_ne7w?e=RCMS9M,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Eaa_Kztgh7FDk-eniSqqdbsBIsfF0D-WwqldeZwl1_ne7w?e=RCMS9M&Download=1
192,193,Mouse,Mouse,Neocortex,Development,Drop-seq,scRNA-seq,2019,GSE123335,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123335,mouse_brain_neocortex_Loo_2019_drop,10.1038/s41467-018-08079-9,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfJZvFTpaO1BnBjw4gsFkNoB4B4dSjAds4UxPth9i9mT4Q?e=dUiQp8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EfJZvFTpaO1BnBjw4gsFkNoB4B4dSjAds4UxPth9i9mT4Q?e=dUiQp8&Download=1
193,194,Mouse,Mouse,Spinal cords,Paralysis,Chromium,snRNA-seq,2020,GSE142245,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142245,mouse_brain_SpinalCords_Skinnider_2021_10x,10.1038/s41587-020-0605-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaEp8_wQ12xGtnb2B-gARRkBjBoK7P5a9DvNmaM9Prl3bQ?e=E8QnZH,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaEp8_wQ12xGtnb2B-gARRkBjBoK7P5a9DvNmaM9Prl3bQ?e=E8QnZH&Download=1
194,195,Mouse,Mouse,Cortex,Autism spectrum disorder(gene model),Chromium,scRNA-seq,2020,GSE146298,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146298,mouse_brain_source_Fazel_2022,10.1016/j.celrep.2020.03.059,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXdUTovzz1xFrVdi5395r3MBQm1pUzUWOdyCF15bw4Eisw?e=88x2cz,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXdUTovzz1xFrVdi5395r3MBQm1pUzUWOdyCF15bw4Eisw?e=88x2cz&Download=1
195,196,Mouse,Mouse,L5 prefrontal neurons,Autism spectrum disorder(gene model),Chromium,scRNA-seq,2020,GSE146298,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146298,mouse_brain_source_Fazel_2022,10.1016/j.celrep.2020.03.059,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXdUTovzz1xFrVdi5395r3MBQm1pUzUWOdyCF15bw4Eisw?e=88x2cz,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EXdUTovzz1xFrVdi5395r3MBQm1pUzUWOdyCF15bw4Eisw?e=88x2cz&Download=1
196,197,Mouse,Mouse,Hippocampus,Development(gene model),Chromium,scRNA-seq,2021,GSE180345,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE180345,mouse_brain_Hippocampal_Mirabella_2021_10x,10.1016/j.immuni.2021.10.006,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQAuhhfQBvROjVXCvZXmzCkBMv0XcYtF_vPbw--r6k4tuw?e=l5sa9u,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQAuhhfQBvROjVXCvZXmzCkBMv0XcYtF_vPbw--r6k4tuw?e=l5sa9u&Download=1
197,198,Mouse,Mouse,Cortex,Healthy,Chromium,scRNA-seq,2020,GSE132044,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132044,mouse_brain_Ding_10x,10.1038/s41587-020-0465-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV7t4ADuqalJrvo0UvHswEgBT7qoGXQKGSN7ZS2oNophFw?e=vN0QQQ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EV7t4ADuqalJrvo0UvHswEgBT7qoGXQKGSN7ZS2oNophFw?e=vN0QQQ&Download=1
198,199,Mouse,Mouse,Hypothalamus,Healthy,Drop-seq,scRNA-seq,2017,GSE87544,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87544,mouse_brain_Hypothalamus_Chen_2017_drop,10.1016/j.celrep.2017.03.004,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERpi8KlkCbZBkNT3WIm3x9ABVEgxRauoDP3yDEr34BgbeA?e=7k73Fd,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERpi8KlkCbZBkNT3WIm3x9ABVEgxRauoDP3yDEr34BgbeA?e=7k73Fd&Download=1
199,200,Mouse,Mouse,Whole brain,Healthy,Chromium,scRNA-seq,2022,GSE178957,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178957,mouse_brain_developing_ZhangX_2022_10x,10.1038/s41467-022-33226-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EY0CMgfVCHRNtCZaU_F94jgBnYMPLudTn1EP_kzaxBmVIQ?e=ulRYqm,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EY0CMgfVCHRNtCZaU_F94jgBnYMPLudTn1EP_kzaxBmVIQ?e=ulRYqm&Download=1
200,201,Mouse,Mouse,Whole brain,Healthy(Antibiotics-treated),CITE-seq,scRNA-seq,2020,GSE148127,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148127,mouse_brain_Golomb_2020_CITE,10.1016/j.celrep.2020.108438,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdoqWslqqCZKuOmaZFpGhFwBODRqW8oqXo_-n9Re-9jaRg?e=VOp3lP,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdoqWslqqCZKuOmaZFpGhFwBODRqW8oqXo_-n9Re-9jaRg?e=VOp3lP&Download=1
201,202,Mouse,Mouse,Nucleus accumbens,Healthy,Chromium,scRNA-seq,2019,GSE160486,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160486,mouse_brain_nucleus_accumbens_Kim_2020_10x,10.1016/j.cell.2020.11.015,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWrAIn0K3FhErUYDLmIQQi0BzF82fyhKtqwrxTMgb2kNug?e=ZHdrHN,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EWrAIn0K3FhErUYDLmIQQi0BzF82fyhKtqwrxTMgb2kNug?e=ZHdrHN&Download=1
202,203,Mouse,Mouse,Olfactory bulb,Healthy,SCOPE-seq,scRNA-seq,2020,GSE134918,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134918,mouse_brain_OB_Mizrak_2020_SCOPE-seq,10.1016/j.celrep.2020.107805,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW1vrZiZsNFOn2nYi4VMMdUBf0lei-JLLpuKcSe31l4JhA?e=LVKzrd,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EW1vrZiZsNFOn2nYi4VMMdUBf0lei-JLLpuKcSe31l4JhA?e=LVKzrd&Download=1
